Unnamed: 0,Acc_no,Analysis,Array_type,Cell_line,CO2,Control_condition,Control_gene_down,Control_gene_up,Control_PD,Control_specifics,Control_subtype,Control_time,Control_type,Disease,ENA_acc,FBS,Gene,Gene_down,Gene_up,Immortal_line,Immortal_mechanism,LogFC,MegaP,numeric_time,Organ,Oxygen,P_S,PD,Pre_SASP_t,Pvalues,Quiesce_inducer,Radiation_dose,Replicates,RNAseq_Microarray,Sen_subtype,Sen_type,SENvCON,Seq_platform,Single_Paired,Species,Spot_length,Study,Subtype_subtype,Time_after_induction,Treatment,Treatment_dose,X,X1or2_colour,Comparison,cellage_gene_name,cellage_senescence_effect,cellage_senescence_type,cellage_pmid,direction
5985185,GSE42368,Limma,Illumina_HT12V3,FL2,,DDIS,none,none,,Dox,Dox,1d,DDIS,none,PRJNA181197,,NEK4,DINO,none,No,,-1.548777,-1.145485,1.0,Lung,,,,Yes,0.8729925,,200ng/ml_1d,3,M,Doxorubicin,DDIS,No,,,Human,,hung_1,Dox,1d,shDINO,none,DshDINO_D,1,hung_1_DshDINO_D,NIMA related kinase 4,Induces,Replicative,22851694,no_change
9373765,GSE60652,Limma,Affymetrix_U133A,IMR,,OIS,none,none,,ER_RAS,RAS,6d,OIS,none,PRJNA259203,,FERMT1,pRb,none,No,,-456.25,-6422.602,6.0,Lung,,,,No,0.0001557001,,,2,M,RAS,OIS,No,,,Human,,takebayashi,ER_RAS,6d,sipRb,none,RshRb_R,1,takebayashi_RshRb_R,FERM domain containing kindlin 1,Inhibits,Unclear,23278235,downregulated
9884397,GSE74324,Limma,,IMR,,RASshp16p21,p16_p21,none,,RASshp16p21,RAS,12d,OIS,none,PRJNA299683,10.00%,NOLC1,p53_pRb,none,No,,0.3863243,2356399.0,12.0,Lung,,,,No,4.243764e-07,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shp53pRb,none,RASshp53pRb_RASshp16p21,,tasdemir_RASshp53pRb_RASshp16p21,nucleolar and coiled-body phosphoprotein 1,Induces,Unclear,28493459,no_change
5369277,GSE127116,Limma,,IMR,,RAS_siLTR10,LTR10,none,,RASd8_siLTR10,RAS,8d,OIS,none,PRJNA524181,10.00%,SMC2,LTR10,none,No,,0.0,0.0,8.0,Lung,,,,No,1.0,,,3,R,RAS,OIS,No,IonXpress,Single,Human,110,hari,ER:RAS,8d,siLTR10,none,R8siLTR10_R5siLTR10,,hari_R8siLTR10_R5siLTR10,structural maintenance of chromosomes 2,Inhibits,Unclear,25474630,no_change
560165,GSE40349,Limma,Affymetrix_U133A,IMR,,RAS,E2F7,none,,RASshE2F7,RAS,7d,OIS,none,PRJNA173792,10%,ENDOG,pRb,none,No,,-1.292476,-56042.82,7.0,Lung,,,,No,1.78435e-05,,,2,M,RAS,OIS,No,,,Human,,aksoy_1,ER:RasV12,7d,shpRb,none,SshRB_SshE2F7,1,aksoy_1_SshRB_SshE2F7,endonuclease G,Inhibits,Unclear,20211237,downregulated
20095713,GSE196610,Limma,,IMR,5%,DDIS,none,Parkin,,IR_ParkinYFP,IR,10d,DDIS,none,PRJNA806156,10.00%,ZMYND11,none,Parkin_mtDNA,No,,1.06593780714446,60.7157450393083,10.0,Lung,3%,,,No,0.0164701923587133,,20Gy,3,R,IR,DDIS,No,Illumina_NovaSeq6000,Paired,Human,202,Victorelli,IR,10d,CCCP_mtDNA,12uM_15ug,DPCM_DP,,Victorelli_DPCM_DP,zinc finger MYND-type containing 11,Inhibits,Unclear,17721438,upregulated
3585623,GSE19864,Limma,Affymetrix_U133A,IMR,,RAS_shpRb,pRb,none,,RAS_shpRb,RAS,7d,OIS,none,PRJNA124029,10.0%,RBBP4,p107,none,No,,-1.184577,-13935.56,7.0,Lung,,,,No,7.175886e-05,,,2,M,RAS,OIS,No,,,Human,,chicas_1,H-rasV12,7d,shp107,none,Rshp107_RshRB,1,chicas_1_Rshp107_RshRB,"RB binding protein 4, chromatin remodeling factor",Inhibits,Unclear,26491019,downregulated
5876464,GSE122079,Limma,,IMR,,RAS_digoxin,IONpump,none,14.0,RAS16h_dig,RAS,7d,OIS,none,PRJNA503415,10.00%,SIAH1,IONpump,none,No,,1.076602,205689101.0,7.0,Lung,,,14.0,No,4.861706e-09,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,herranz_2,ER_RAS,7d,digoxin_caspase_inhibitor,none,RASdig36CI_RASdig16,,herranz_2_RASdig36CI_RASdig16,siah E3 ubiquitin protein ligase 1,Induces,Replicative,21057505,upregulated
82489610,GSE212085,Limma,,IMR,5%,DDIS,none,none,,Doxorubicin_150nM,Doxorubicin,10d,DDIS,none,PRJNA873928,10%,ATM,none,none,No,,1.07981904802932,34.3286906723207,10.0,Lung,,,,No,0.0291301526628367,,150nM,3,R,Doxorubicin,DDIS,No,NextSeq_2000,Paired,Human,116,Marin,Doxorubicin,10d,MDL72527,50uM,DM_D,,Marin_DM_D,ATM serine/threonine kinase,Inhibits,Replicative,9312059,upregulated
166628,GSE103938,Limma,,IMR,,RAS_Rap1nM,mTOR,none,12.0,RAS_Rap1nM,RAS,10d,OIS,none,PRJNA407729,,MAP3K5,mTOR,none,No,,-1.10042646494058,-70.3412694717106,10.0,Lung,,,12.0,No,0.0142164053550693,,,3,R,OSKM,OSKM,No,Illumina_HiSeq_2500,Single,Human,50,aarts_1,OSKM,10d,rapamycin,1nM,OSKM1nMRap_R1nMRap,,aarts_1_OSKM1nMRap_R1nMRap,mitogen-activated protein kinase kinase kinase 5,Induces,Stress-induced,16731828,downregulated
3560811,GSE19864,Limma,Affymetrix_U133A,IMR,,RAS,none,none,,RAS,RAS,7d,OIS,none,PRJNA124029,10.0%,RAN,p107,none,No,,-0.2749074,-4.165296,7.0,Lung,,,,No,0.240079,,,2,M,RAS,OIS,No,,,Human,,chicas_1,H-rasV12,7d,shp107,none,Rshp107_R,1,chicas_1_Rshp107_R,"RAN, member RAS oncogene family",Inhibits,Unclear,23160023,no_change
6690422,GSE53379,Limma,Illumin_HWG6V3,IMR,,DDISshp53,p53,none,,Quiesce1dEtopshp53,Etoposide,7d,DDIS,none,PRJNA231867,10.00%,MTHFD2,p53,none,No,,-1.487282,-9684789.0,7.0,Lung,5.00%,Yes,,No,1.032547e-07,,10dPuromycin,3,M,RAS,OIS,No,,,Human,,kirschner_1,H-RASG12V,7d,shp53,none,Rshp53_QD24shp53,1,kirschner_1_Rshp53_QD24shp53,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",Inhibits,Unclear,32264951,downregulated
5901851,GSE122079,Limma,,IMR,,RAS_ouabain,IONpump,none,14.0,RAS36h_ouab,RAS,7d,OIS,none,PRJNA503415,10.00%,SRSF2,IONpump,none,No,,1.176028,29213450000000.0,7.0,Lung,,,14.0,No,3.423081e-14,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,herranz_2,ER_RAS,7d,ouabain_caspase_inhibitor,none,RASouab36CI_RASouab16,,herranz_2_RASouab36CI_RASouab16,serine and arginine rich splicing factor 2,Inhibits,Stress-induced,30026406,upregulated
6756110,GSE53379,Limma,Illumin_HWG6V3,IMR,,DDISshp53,p53,none,,Quiesce2dEtopshp53,Etoposide,7d,DDIS,none,PRJNA231867,10.00%,SUMO2,p53,E1A,No,,0.6763557,101483517.0,,Lung,5.00%,Yes,,No,9.853817e-09,,,3,M,,,No,,,Human,,kirschner_1,,,shp53,none,Ishp53_QD48shp53,1,kirschner_1_Ishp53_QD48shp53,small ubiquitin like modifier 2,Induces,Unclear,17012228,no_change
5364148,GSE127116,Limma,,IMR,,RAS_siLTR10,LTR10,none,,RASd8_siLTR10,RAS,8d,OIS,none,PRJNA524181,10.00%,HIVEP1,LTR10,none,No,,-1.096663,-746.0857,8.0,Lung,,,,No,0.001340329,,,3,R,RAS,OIS,No,IonXpress,Single,Human,110,hari,ER:RAS,8d,siLTR10,none,R8siLTR10_R5siLTR10,,hari_R8siLTR10_R5siLTR10,HIVEP zinc finger 1,Inhibits,Unclear,18852884,downregulated
15942711,GSE190998,Limma,,WI38,5%,Prolif,none,none,,Prolif_siCtrl,Etoposide,8d,DDIS,none,PRJNA789266,10%,USP1,NTRK2,none,No,,-1.15209874391191,-4160429.01044489,8.0,Lung,,0.50%,,No,2.40359827673893e-07,,50uM,3,R,Etoposide,DDIS,No,Illumina_NovaSeq6000,Paired,Human,204,Anerillas_2,Etoposide,8d,siNTRK2,none,DN_P,,Anerillas_2_DN_P,ubiquitin specific peptidase 1,Inhibits,Oncogene-induced,27160904,downregulated
88401,GSE103938,Limma,,IMR,,RAS,none,none,12.0,RAS10d,RAS,10d,OIS,none,PRJNA407729,,CDK2,mTOR,none,No,,1.59786529543903,135.652464458496,10.0,Lung,,,12.0,No,0.0073717790826126,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,aarts_1,RAS,10d,rapamycin,10nM,R10nMRap_R,,aarts_1_R10nMRap_R,cyclin dependent kinase 2,Inhibits,Replicative,25149358,upregulated
16775451,GSE224070,Limma,,IMR,5%,DDIS,COPB2,none,,50ugmL_Bleomycin_24hr,Bleomycin,10d,DDIS,none,PRJNA929513,10%,DIDO1,COPB2,none,No,,-1.33971235427463,-27345911.2062767,10.0,Lung,,Yes,,No,3.6568538252639e-08,,100nM_4OHT,3,R,RAS,OIS,No,NextSeq_2000,Single,Human,71,McHugh_1,ER:RAS,10d,shCOPB2,1ugml_Doxycycline,Osh_Dsh,,McHugh_1_Osh_Dsh,death inducer-obliterator 1,Inhibits,Unclear,26611489,downregulated
536631,GSE40349,Limma,Affymetrix_U133A,IMR,,RAS,pRb,none,,RASshRB,RAS,7d,OIS,none,PRJNA173792,10%,HELLS,E2F7,none,No,,-2.472005,-89925.52,7.0,Lung,,,,No,1.112031e-05,,,2,M,RAS,OIS,No,,,Human,,aksoy_1,ER:RasV12,7d,ShE2F7,none,SshE2F7_SshRB,1,aksoy_1_SshE2F7_SshRB,"helicase, lymphoid specific",Inhibits,Replicative,19561196,downregulated
6756403,GSE53379,Limma,Illumin_HWG6V3,IMR,,DDISshp53,p53,none,,Quiesce2dEtopshp53,Etoposide,7d,DDIS,none,PRJNA231867,10.00%,TGFB1I1,p53,E1A,No,,-1.849132,-2.7799e+18,,Lung,5.00%,Yes,,No,3.5972509999999996e-19,,,3,M,,,No,,,Human,,kirschner_1,,,shp53,none,Ishp53_QD48shp53,1,kirschner_1_Ishp53_QD48shp53,transforming growth factor beta 1 induced transcript 1,Induces,Unclear,9032249,downregulated
8369023,GSE24810,Limma,Affymetrix_U133A,HMF3A,5%,OISshp53,p53,none,,Active_SV40LT_shp53,SV40,7d,OIS,none,PRJNA132307,0.25%,CAV1,laminA,none,Yes,hTERT_SV40_LT,-0.04036084,-1.556525,7.0,Skin,20%,Yes,,No,0.6424569,,,3,M,SV40,OIS,No,,,Human,,parmjit_1,SV40_LT,7d,shLaminA,none,SSVLA_SSVp53sh,1,parmjit_1_SSVLA_SSVp53sh,caveolin 1,Induces,Unclear,15263006,no_change
3612802,GSE19864,Limma,Affymetrix_U133A,IMR,,RAS_shp107,p107,none,,RAS_shp107,RAS,7d,OIS,none,PRJNA124029,10.0%,TOP1,p130,none,No,,2.841906,640.6316,7.0,Lung,,,,No,0.00156096,,,2,M,RAS,OIS,No,,,Human,,chicas_1,H-rasV12,7d,shp130,none,Rshp130_Rshp107,1,chicas_1_Rshp130_Rshp107,DNA topoisomerase I,Induces,Oncogene-induced,19435923,upregulated
7023798,GSE75643,Limma,,Tig3,,BRAF,none,none,,BRAF4d,RAF,4d,OIS,none,PRJNA302675,9.00%,LOX,none,SV40smallT,Yes,hTERT,1.031853,32.37377,4.0,Lung,,,,No,0.03088921,,,3,R,RAF,OIS,No,Illumina_HiSeq_2000,Single,Human,51,lenain,BRAFE600,4d,SV40smallT,none,BRAF4SV40_4,,lenain_BRAF4SV40_4,lysyl oxidase,Inhibits,Oncogene-induced,24113189,upregulated
11676618,GSE178115,Limma,Agilent,HDF,,REP,ROCK_ATM,none,,REP_8d,REP,8d,REP,none,PRJNA737497,10%,PTGS2,none,none,No,,57.33333,166.4821,8.0,Skin,,,,No,0.006006651,,,3,M,REP,REP,No,,,Human,,Yang,REP,8d,Y27632_KU60019,2.5uM_0.5uM,R8dCOMBOi_R8d,1,Yang_R8dCOMBOi_R8d,prostaglandin-endoperoxide synthase 2,Induces,Replicative,28803844,upregulated
17895541,GSE224070,Limma,,IMR,5%,DDIS,COPB2,none,,50ugmL_Bleomycin_24hr,Bleomycin,10d,DDIS,none,PRJNA929513,10%,MIF,COPB2,none,No,,1.38809479658951,37500179.5757267,10.0,Lung,,Yes,,No,2.66665389689836e-08,,100nM_4OHT,3,R,RAS,OIS,No,NextSeq_2000,Single,Human,71,McHugh_1,ER:RAS,10d,shCOPB2,1ugml_Doxycycline,Osh_Dsh,,McHugh_1_Osh_Dsh,macrophage migration inhibitory factor,Inhibits,Stress-induced,24274936,upregulated
2547322,GSE134747,Limma,Illumina_HT12V4,BJ,,OIS,none,GR,,BRAF_122_Clob_122h,RAF,5d,OIS,none,PRJNA556258,,SPHK1,RELA,none,Yes,hTERT,112.1982,7.22216,1.0,Skin,,,,Yes,0.1384627,,1000ng_ml,3,M,RAF,OIS,No,,,human,,carvalho_1,BRAF_doxycycline,1d,compoundA,2uM_2h,O24CpdA2_O122Clob122,1,carvalho_1_O24CpdA2_O122Clob122,sphingosine kinase 1,Inhibits,Replicative,30885289,no_change
9809821,GSE74324,Limma,,IMR,,RASshBRD4,BRD4,none,,RASshBRD4,RAS,12d,OIS,none,PRJNA299683,10.00%,NAMPT,RELA,none,No,,1.037731,375782.6,12.0,Lung,,,,No,2.661113e-06,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shRELA,none,RASshRELA_RASshBRD4,,tasdemir_RASshRELA_RASshBRD4,nicotinamide phosphoribosyltransferase,Inhibits,Replicative,17307730,upregulated
4324998,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,KDM1A,LOC399818,none,No,,-1.019421,-9078.019,6.0,Lung,,,14.0,No,0.0001101562,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,LOC399818,none,LOC399818_RASc,,georgilis_1_LOC399818_RASc,lysine demethylase 1A,Inhibits,Oncogene-induced,29438700,downregulated
4459157,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,EIF4EBP1,RNF6,none,No,,-1.03809,-832517.4,6.0,Lung,,,14.0,No,1.201176e-06,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,RNF6,none,RNF6_RASc,,georgilis_1_RNF6_RASc,eukaryotic translation initiation factor 4E binding protein 1,Inhibits,Oncogene-induced,19878875,downregulated
10419060,GSE133292,Limma,,BJ,,Bleomycin,none,none,,Bleomycin28d,Bleomycin,28d,DDIS,none,PRJNA551006,10.00%,SERPINE1,p53,none,No,,-1.386167,-760642.7,28.0,Skin,,,,No,1.314678e-06,,40ugml_2hr,2,R,Bleomycin,DDIS,No,Illumina_HiSeq_2500,Paired,Human,250,wang_2,Bleomycin,28d,sgp53,none,Bshp53_B28d,,wang_2_Bshp53_B28d,serpin family E member 1,Induces,Replicative,16862142,downregulated
557020,GSE40349,Limma,Affymetrix_U133A,IMR,,RAS,E2F7,none,,RASshE2F7,RAS,7d,OIS,none,PRJNA173792,10%,AAK1,pRb,none,No,,-1.09803,-266.439,7.0,Lung,,,,No,0.003753204,,,2,M,RAS,OIS,No,,,Human,,aksoy_1,ER:RasV12,7d,shpRb,none,SshRB_SshE2F7,1,aksoy_1_SshRB_SshE2F7,AP2 associated kinase 1,Induces,Unclear,26583757,downregulated
9787942,GSE74324,Limma,,IMR,,RASshp53,p53,none,,RASshp53,RAS,12d,OIS,none,PRJNA299683,10.00%,SIX1,p16_p21,none,No,,0.2583823,82.81408,12.0,Lung,,,,No,0.01207524,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shp16p21,none,RASshp16p21_RASshp53,,tasdemir_RASshp16p21_RASshp53,SIX homeobox 1,Inhibits,Oncogene-induced,26500063,no_change
3794209,GSE76125,Limma,,MRC,5.00%,IR,none,none,,I10,IR,10d,DDIS,Parkin,PRJNA306369,10.00%,NDST2,mitochondrial,Parkin,No,,1.023457,42508.1,10.0,Lung,,Yes,,No,2.352493e-05,,20Gy,3,R,IR,DDIS,No,NextSeq_500,Paired,Human,70,correia_melo,X_rays,10d,CCCP,12.5uM_4d,I10CCCP_I10,,correia_melo_I10CCCP_I10,N-deacetylase and N-sulfotransferase 2,Induces,Oncogene-induced,27737960,upregulated
17862091,GSE222676,Limma,,IMR,,DDIS,none,none,,Bleomycin_10ugml_24hr,Bleomycin,7d,DDIS,none,PRJNA923006,15%,MCM7,ABCA1,none,Yes,hTERT,-1.10492989136745,-402030.683316337,7.0,Lung,3%,,,No,2.48737233623821e-06,,10ugml_24hr,2,R,Bleomycin,DDIS,No,NovaSeq_6000,Paired,Human,202,Roh,Bleomycin_ABCA1KO,7d,ABCA1_CRISPR,none,DKO_D,Na,Roh_DKO_D,minichromosome maintenance complex component 7,Inhibits,Unclear,32264951,downregulated
5565651,GSE61130,Limma,,IMR,,RAS,none,none,15.0,RAS_EV,RAS,7d,OIS,none,PRJNA260300,,PRKD1,none,ZFP36L1,No,,1.356406,24304178.0,7.0,Lung,,,15.0,No,4.114519e-08,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Paired,Human,200,herranz_1,ER_RAS,7d,ZFP36L1mut,none,RASZmut_RAS,,herranz_1_RASZmut_RAS,protein kinase D1,Induces,Oncogene-induced,24828530,upregulated
4433081,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,CDK2AP1,PTBP1,none,No,,-0.8014822,-4186.502,6.0,Lung,,,14.0,No,0.0002388629,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,PTBP1,none,PTBP1_RASc,,georgilis_1_PTBP1_RASc,cyclin dependent kinase 2 associated protein 1,Inhibits,Unclear,25785833,no_change
2690458,GSE134747,Limma,Illumina_HT12V4,BJ,,OIS,RELA,none,,BRAF_24h_CpdA_2h,RAF,1d,OIS,none,PRJNA556258,,HIRA,none,GR,Yes,hTERT,37.47952,198.1931,1.0,Skin,,,,Yes,0.005045585,,1000ng_ml,8,M,RAF,OIS,No,,,human,,carvalho_1,BRAF_doxycycline,1d,clobetasol,2nM_2h,O24Clob2_O24CpdA2,1,carvalho_1_O24Clob2_O24CpdA2,histone cell cycle regulator,Induces,Oncogene-induced,15621527,upregulated
4269911,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,ZMYND11,IL15,none,No,,0.1463166,2.098008,6.0,Lung,,,14.0,No,0.4766427,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,IL15,none,IL15_RASc,,georgilis_1_IL15_RASc,zinc finger MYND-type containing 11,Inhibits,Unclear,17721438,no_change
6718708,GSE53379,Limma,Illumin_HWG6V3,IMR,,DDISshp53,p53,none,,Quiesce1dEtopshp53,Etoposide,7d,DDIS,none,PRJNA231867,10.00%,SPHK1,p53,E1A,No,,1.518182,9271.626,,Lung,5.00%,Yes,,No,0.000107856,,,3,M,,,No,,,Human,,kirschner_1,,,shp53,none,Ishp53_QD24shp53,1,kirschner_1_Ishp53_QD24shp53,sphingosine kinase 1,Inhibits,Replicative,30885289,upregulated
4415791,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,SGK1,PPP1CB,none,No,,1.172806,89125318.0,6.0,Lung,,,14.0,No,1.122016e-08,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,PPP1CB,none,PPP1CB_RASc,,georgilis_1_PPP1CB_RASc,serum/glucocorticoid regulated kinase 1,Inhibits,Replicative,26230157,upregulated
5315114,GSE127116,Limma,,IMR,,RAS,none,none,,RASd5,RAS,5d,OIS,none,PRJNA524181,10.00%,ITPK1,LTR10,none,No,,-1.046109,-7002.348,5.0,Lung,,,,No,0.0001428092,,,3,R,RAS,OIS,No,IonXpress,Single,Human,110,hari,ER:RAS,5d,siLTR10,none,R5siLTR10_R5,,hari_R5siLTR10_R5,inositol-tetrakisphosphate 1-kinase,Induces,Unclear,26583757,downregulated
9770719,GSE74324,Limma,,IMR,,RASshp53,p53,none,,RASshp53,RAS,12d,OIS,none,PRJNA299683,10.00%,HJURP,RELA,none,No,,-2.338827,-1108832000000.0,12.0,Lung,,,,No,9.018495e-13,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,100,tasdemir,HRASG12V,12d,shRELA,none,RASshRELA_RASshp53,,tasdemir_RASshRELA_RASshp53,Holliday junction recognition protein,Inhibits,Unclear,23292286,downregulated
5340754,GSE127116,Limma,,IMR,,RAS,none,none,,RASd8,RAS,8d,OIS,none,PRJNA524181,10.00%,MCU,LTR10,none,No,,-1.304691,-6558.006,8.0,Lung,,,,No,0.0001524854,,,3,R,RAS,OIS,No,IonXpress,Single,Human,110,hari,ER:RAS,8d,siLTR10,none,R8siLTR10_R8,,hari_R8siLTR10_R8,mitochondrial calcium uniporter,Induces,Oncogene-induced,24797322,downregulated
4498510,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,LAMP2,TMEM219,none,No,,1.019575,4421047.0,6.0,Lung,,,14.0,No,2.261908e-07,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,TMEM219,none,TMEM219_RASc,,georgilis_1_TMEM219_RASc,lysosomal associated membrane protein 2,Inhibits,Unclear,21858089,upregulated
11110104,GSE144752,Limma,,BJ,,OIS,none,none,,BRAF_2d_1uM4OHT,BRAF,3d,OIS,none,PRJNA604779,10.00%,RRAS2,YBX1,none,Yes,hTERT,-1.154288,-2459.951,3.0,Skin,,,,Yes,0.0004065122,,2d_1uM4OHT,3,R,RAF,OIS,No,NextSeq_500,Single,Human,75,montes,BRAFE600,3d,siYBX1,none,OYKD_O,,montes_OYKD_O,RAS related 2,Inhibits,Unclear,29440281,downregulated
530234,GSE40349,Limma,Affymetrix_U133A,IMR,,RAS,none,none,,RASshLuc,RAS,7d,OIS,none,PRJNA173792,10%,TERT,pRb_E2F7,none,No,,-0.1878097,-4.73631,7.0,Lung,,,,No,0.2111348,,,2,M,RAS,OIS,No,,,Human,,aksoy_1,ER:RasV12,7d,shpRb_shE2F7,none,SshRBE2F7_R,1,aksoy_1_SshRBE2F7_R,telomerase reverse transcriptase,Inhibits,Replicative,9454332,no_change
4256576,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,TRIM28,IFNA17,none,No,,-1.359019,-715007.8,6.0,Lung,,,14.0,No,1.398586e-06,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,IFNA17,none,IFNA17_RASc,,georgilis_1_IFNA17_RASc,tripartite motif containing 28,Induces,Oncogene-induced,25160591,downregulated
533678,GSE40349,Limma,Affymetrix_U133A,IMR,,RAS,pRb,none,,RASshRB,RAS,7d,OIS,none,PRJNA173792,10%,CALR,E2F7,none,No,,1.125106,89.86051,7.0,Lung,,,,No,0.01112836,,,2,M,RAS,OIS,No,,,Human,,aksoy_1,ER:RasV12,7d,ShE2F7,none,SshE2F7_SshRB,1,aksoy_1_SshE2F7_SshRB,calreticulin,Inhibits,Unclear,25378661,upregulated
2538547,GSE134747,Limma,Illumina_HT12V4,BJ,,OIS,none,GR,,BRAF_122_Clob_122h,RAF,5d,OIS,none,PRJNA556258,,BIN1,RELA,none,Yes,hTERT,15.90855,124.506,1.0,Skin,,,,Yes,0.008031743,,1000ng_ml,3,M,RAF,OIS,No,,,human,,carvalho_1,BRAF_doxycycline,1d,compoundA,2uM_2h,O24CpdA2_O122Clob122,1,carvalho_1_O24CpdA2_O122Clob122,bridging integrator 1,Induces,Oncogene-induced,18267069,upregulated
4183257,GSE101766,Limma,,IMR,,RAS,none,none,14.0,RAS_shC,RAS,6d,OIS,none,PRJNA395386,,ZMPSTE24,DCAMKL3,none,No,,1.118618,909721719.0,6.0,Lung,,,14.0,No,1.099237e-09,,,3,R,RAS,OIS,No,Illumina_HiSeq_2500,Single,Human,50,georgilis_1,ER_RAS,6d,DCAMKL3,none,DCAMKL3_RASc,,georgilis_1_DCAMKL3_RASc,zinc metallopeptidase STE24,Inhibits,Replicative,24101728,upregulated
3553996,GSE19864,Limma,Affymetrix_U133A,IMR,,RAS,none,none,,RAS,RAS,7d,OIS,none,PRJNA124029,10.0%,CBS,p107,none,No,,0.3850955,19.34639,7.0,Lung,,,,No,0.05168922,,,2,M,RAS,OIS,No,,,Human,,chicas_1,H-rasV12,7d,shp107,none,Rshp107_R,1,chicas_1_Rshp107_R,cystathionine beta-synthase,Inhibits,Replicative,23117410,no_change
83377510,GSE155903,Limma,,IMR,,OIS,none,none,,ER:RAS_4OHT,RAS,6d,OIS,none,PRJNA656038,10%,BUB1,none,none,No,,2.03228932668069,121111.707466226,6.0,Lung,,Na,,No,8.25684007699144e-06,,100nM,4,R,RAS,OIS,No,HiSeq_2500,Single,Human,50,Guerrero,ER:RAS,6d,3deazaadenosine,10uM,O3DA_O,Na,Guerrero_O3DA_O,BUB1 mitotic checkpoint serine/threonine kinase,Inhibits,Oncogene-induced,17488820,upregulated
8928915,GSE128711,Limma,,HFF,,Dox_sgpRb,pRb,none,,Dox_sgpRb,Dox,1d,DDIS,none,PRJNA528619,,HELLS,p130,none,No,,-1.584439,-2842.055,1.0,Skin,,,,Yes,0.000351858,,350nM,2,R,Doxorubicin,DDIS,No,NextSeq_500,Single,Human,75,schade_1,Dox,1d,sgp130,none,Dp130_DpRb,,schade_1_Dp130_DpRb,"helicase, lymphoid specific",Inhibits,Replicative,19561196,downregulated
500578,GSE40349,Limma,Affymetrix_U133A,IMR,,RAS,none,none,,RASshLuc,RAS,7d,OIS,none,PRJNA173792,10%,LMNB1,pRb,none,No,,2.391634,9263188.0,7.0,Lung,,,,No,1.079542e-07,,,2,M,RAS,OIS,No,,,Human,,aksoy_1,ER:RasV12,7d,shpRb,none,SshRB_R,1,aksoy_1_SshRB_R,lamin B1,Inhibits,Oncogene-induced,22155925,upregulated
2686621,GSE134747,Limma,Illumina_HT12V4,BJ,,OIS,RELA,none,,BRAF_24h_CpdA_2h,RAF,1d,OIS,none,PRJNA556258,,ARF1,none,GR,Yes,hTERT,-10.06244,-20.80157,1.0,Skin,,,,Yes,0.04807329,,1000ng_ml,8,M,RAF,OIS,No,,,human,,carvalho_1,BRAF_doxycycline,1d,clobetasol,2nM_2h,O24Clob2_O24CpdA2,1,carvalho_1_O24Clob2_O24CpdA2,ADP ribosylation factor 1,Induces,Oncogene-induced,29420297,downregulated
